4.143084228191724350e+01,4.111401875517354654e+01,4.086716994182948071e+01,4.068202610302871847e+01,4.053293948224835219e+01,4.038301432151401826e+01,4.019289707333113881e+01,3.992956661261608531e+01,3.957240642256970631e+01,3.911522865663517479e+01,3.856545873068068886e+01,3.794251607343319677e+01,3.727483586388325421e+01,3.659567633151527133e+01,3.593846341380444187e+01,3.533144723264805975e+01,3.479535996552857569e+01,3.434225923868056185e+01,3.397590402431141854e+01,3.369571601900464231e+01,3.349562303688668408e+01,3.336723967841793836e+01,3.330131308893398767e+01,3.328743380693737208e+01,3.331750558459672362e+01,3.338429962920545790e+01,3.348145460318179545e+01,3.360376577577702761e+01,3.374573926453412298e+01,3.390217033870437291e+01,3.406930002608034869e+01,3.424308020274636988e+01,3.441975189649502909e+01,3.459671274195194002e+01,3.477136037374275901e+01,3.494167072990962453e+01,3.510590890020296939e+01,3.526349658120627595e+01,3.541356631779473219e+01,3.555640726167662535e+01,3.569173026114367531e+01,3.581988229824581538e+01,3.594118143986211322e+01,3.605614815906745463e+01,3.616524509859505798e+01,3.626884815566567255e+01,3.636707299096259050e+01,3.645980394380251255e+01,3.654672294730634974e+01,3.662742518908253686e+01,3.670141911122702538e+01,3.676832881651906604e+01,3.682777840773792377e+01,3.687968113937112236e+01
3.692412375693113802e+01,3.696145324246787567e+01,3.699227681456870442e+01,3.701743301318758483e+01,3.703790495413259976e+01,3.705479141389515974e+01,3.706933574482077631e+01,3.708281021442583381e+01,3.709657383573915013e+01,3.711213019764370102e+01,3.713086722833913456e+01,3.715428851670843358e+01,3.718372416060960006e+01,3.722050425790064310e+01,3.726581433058544235e+01,3.732069532481375518e+01,3.738601469571035096e+01,3.746240857703341476e+01,3.755036852668700220e+01,3.765024152672101110e+01,3.776220106816042232e+01,3.788624715100522167e+01,3.802232194491376305e+01,3.817022304369025676e+01,3.832969021079725991e+01,3.850032730839446771e+01,3.868164856161199339e+01,3.887312482282370496e+01,3.907414019889100842e+01,3.928406433908990891e+01,3.950217147263263939e+01,3.972770980507772265e+01,3.996001428749617190e+01,4.019824637993400529e+01,4.044174103346222182e+01,4.068968862329769109e+01,4.094136627016975183e+01,4.119602217963691970e+01,4.145293347242852633e+01,4.171129052376146262e+01,4.197065960607331192e+01,4.222973953667690949e+01,4.248853031557223403e+01,4.274587533592625022e+01,4.300119629432241908e+01,4.325391488734422296e+01,4.350374196328340304e+01,4.374952091530689557e+01,4.399067343999818291e+01,4.422719953735726506e+01,4.445794260055109248e+01,4.468232432616311911e+01,4.489976641077684860e+01,4.510997970268400792e+01
4.531209674675979215e+01,4.550553923958769786e+01,4.568972887775119318e+01,4.586408735783373913e+01,4.602803637641882517e+01,4.618128678179817825e+01,4.632268196713875597e+01,4.645193278073229237e+01,4.656875007087050733e+01,4.667226638242865278e+01,4.676190341199015421e+01,4.683766115955504006e+01,4.689838301829026079e+01,4.694406898819580221e+01,4.697414076585514664e+01,4.698802004785176933e+01,4.698541768247740436e+01,4.696633366973205170e+01,4.692961140278265475e+01,4.687554003333749364e+01,4.680383040968828823e+01,4.671390422841850665e+01,4.660547233781991139e+01,4.647882388960074707e+01,4.633338058034448181e+01,4.616943156175940288e+01,4.598668768213722302e+01,4.578543809318622237e+01,4.556597194661465977e+01,4.532800009071426217e+01,4.507238998060982738e+01,4.479914161630134828e+01,4.450854414949710502e+01,4.420175418703011871e+01,4.387877172890043198e+01,4.354046423023279289e+01,4.318769914615200634e+01,4.282105478007461130e+01,4.244139858712537716e+01,4.204988717413736055e+01,4.164709884452708621e+01,4.123456610234836717e+01,4.081295399653017597e+01,4.038350587941806680e+01,3.994729161233259873e+01,3.950546780210683551e+01,3.905924888591547983e+01,3.860978279604032082e+01,3.815830999330982110e+01,3.770607672158659085e+01,3.725430609259657899e+01,3.680424145868531838e+01,3.635709725702751882e+01,3.591408792479787593e+01
3.547631223848779314e+01,3.504518704146776287e+01,3.462157978886255449e+01,3.420693623921351190e+01,3.380154554422887259e+01,3.340714261415822506e+01,3.302401660070983525e+01,3.265332411071675267e+01,3.229564344759550210e+01,3.195155291476261539e+01,3.162191996734286192e+01,3.130674460533627013e+01,3.100689428386760582e+01,3.072236900293687256e+01,3.045374706596060221e+01,3.020073932123053950e+01,2.996334576874666666e+01,2.974214471192552622e+01,2.953655784735057566e+01,2.934687432673009155e+01,2.917251584664753850e+01,2.901319325539466476e+01,2.886861740126319731e+01,2.873878828425313614e+01,2.862283844923970122e+01,2.852018959280635713e+01,2.843084171495311097e+01,2.835392736055517204e+01,2.828857907448774966e+01,2.823450770504258145e+01,2.819084579709487670e+01,2.815672589551984828e+01,2.813156969690097498e+01,2.811450974611345899e+01,2.810496773974078621e+01,2.810207622265815530e+01,2.810467858803251673e+01,2.811277483586388115e+01,2.812520835931919194e+01,2.814111170327365130e+01,2.815990656431074513e+01,2.818130379072220393e+01,2.820443592738323346e+01,2.822843551916905724e+01,2.825330256607966817e+01,2.827788046128201671e+01,2.830245835648436525e+01,2.832616879656192665e+01,2.834872262980643498e+01,2.836983070450963140e+01,2.838920386896324999e+01,2.840626381975076598e+01,2.842129970858043464e+01,2.843373323203574188e+01
2.844327523840841820e+01,2.845021487940673310e+01,2.845397385161414405e+01,2.845455215503067237e+01,2.845223894136456977e+01,2.844674505890757388e+01,2.843807050765968469e+01,2.842621528762090222e+01,2.841146855049949593e+01,2.839383029629545874e+01,2.837330052500878352e+01,2.835016838834775399e+01,2.832443388631235237e+01,2.829667532231911053e+01,2.826631439295150372e+01,2.823421855333431907e+01,2.820067695517581541e+01,2.816511129505947153e+01,2.812838902811008168e+01,2.809051015432763521e+01,2.805176382542040159e+01,2.801215004138838438e+01,2.797166880223156937e+01,2.793089841136649554e+01,2.788983886879315932e+01,2.784849017451156072e+01,2.780714148022996213e+01,2.776579278594836353e+01,2.772444409166676138e+01,2.768367370080168754e+01,2.764290330993661371e+01,2.760271122248806464e+01,2.756309743845604388e+01,2.752406195784054788e+01,2.748560478064158019e+01,2.744801505856739610e+01,2.741129279161800270e+01,2.737543797979339999e+01,2.734016147138532205e+01,2.730604156981029007e+01,2.727278912336005234e+01,2.724040413203460531e+01,2.720888659583394542e+01,2.717794736304981384e+01,2.714816473709872824e+01,2.711896041456417095e+01,2.709033439544614197e+01,2.706257583145290369e+01,2.703510641916792423e+01,2.700792615859120716e+01,2.698132420143101839e+01,2.695501139597909201e+01,2.692869859052716208e+01,2.690267493678349808e+01
2.687636213133157526e+01,2.685004932587964888e+01,2.682373652042771894e+01,2.679713456326753018e+01,2.676995430269080956e+01,2.674277404211409248e+01,2.671501547812085064e+01,2.668667861071108405e+01,2.665776343988479269e+01,2.662798081393370708e+01,2.659790903627436620e+01,2.656668065178196869e+01,2.653487396387304642e+01,2.650219982083933346e+01,2.646865822268082979e+01,2.643396001768927661e+01,2.639839435757293984e+01,2.636196124233180882e+01,2.632408236854936234e+01,2.628533603964213228e+01,2.624572225561010796e+01,2.620466271303677175e+01,2.616302486704691077e+01,2.611994126251573434e+01,2.607627935456802959e+01,2.603146083978727532e+01,2.598577486988173035e+01,2.593979974826792301e+01,2.589266801982106614e+01,2.584524713966594689e+01,2.579753710780256171e+01,2.574953792423091059e+01,2.570124958895100065e+01,2.565296125367109070e+01,2.560467291839118076e+01,2.555667373481953319e+01,2.550896370295615156e+01,2.546154282280103232e+01,2.541470024606243427e+01,2.536843597274036455e+01,2.532303915454307841e+01,2.527850979147059007e+01,2.523455873181462294e+01,2.519176427899171244e+01,2.515012643300184791e+01,2.510964519384504001e+01,2.507032056152128163e+01,2.503215253603056922e+01,2.499543026908117938e+01,2.495986460896483905e+01,2.492603385909807301e+01,2.489364886777262598e+01,2.486270963498849085e+01,2.483350531245393000e+01
2.480574674846069172e+01,2.477972309471702772e+01,2.475572350293120394e+01,2.473316966968669917e+01,2.471235074669176868e+01,2.469297758223814654e+01,2.467562847974236817e+01,2.466001428749617475e+01,2.464613500549955560e+01,2.463399063375251075e+01,2.462329202054678134e+01,2.461432831759062623e+01,2.460681037317579722e+01,2.460131649071879778e+01,2.459697921509485141e+01,2.459466600142874881e+01,2.459379854630396167e+01,2.459437684972048999e+01,2.459697921509485141e+01,2.460131649071879778e+01,2.460767782830058437e+01,2.461577407613194524e+01,2.462618353762940870e+01,2.463919536450124070e+01,2.465423125333091292e+01,2.467244781095148198e+01,2.469326673394640537e+01,2.471726632573223625e+01,2.474473573801721216e+01,2.477596412250960967e+01,2.481095147920942523e+01,2.484998695982492123e+01,2.489335971606436360e+01,2.494135889963601471e+01,2.499398451053986392e+01,2.505123654877592543e+01,2.511340416605245807e+01,2.518019821066119590e+01,2.525161868260213893e+01,2.532766558187529071e+01,2.540804975677238531e+01,2.549190375216863558e+01,2.557951671977230745e+01,2.567002120445860669e+01,2.576254975110274614e+01,2.585681320799645988e+01,2.595223327172323025e+01,2.604736418374173468e+01,2.614220594405198028e+01,2.623502364240438212e+01,2.632581727879894729e+01,2.641343024640261206e+01,2.649728424179886588e+01,2.657651180986290740e+01
2.665053464717822251e+01,2.671935275374479701e+01,2.678209867443785086e+01,2.683906156096564999e+01,2.688937395820340370e+01,2.693332501785936728e+01,2.697091473993355137e+01,2.700185397271768650e+01,2.702614271621176911e+01,2.704407012212407579e+01,2.705592534216285472e+01,2.706170837632811654e+01,2.706199752803637892e+01,2.705708194899591135e+01,2.704725079091496553e+01,2.703337150891834284e+01,2.701602240642256447e+01,2.699664924196895299e+01,2.697611947068228133e+01,2.695616800281214509e+01,2.693852974860810434e+01,2.692522877002800996e+01,2.691915658415448220e+01,2.692320470807016264e+01,2.694026465885768218e+01,2.697380625701618584e+01,2.702643186792003505e+01,2.710103300865187137e+01,2.720021204458605979e+01,2.732657134109696528e+01,2.748126750501763382e+01,2.766516799147285965e+01,2.787740534533785564e+01,2.811682295977956159e+01,2.838052931771536436e+01,2.866534375035435289e+01,2.896635067865607027e+01,2.927574300649740735e+01,2.958455703092222322e+01,2.988238329043304731e+01,3.015736656499109714e+01,3.039591672430801594e+01,3.058270872784587624e+01,3.070126092823367969e+01,3.073595913322522932e+01,3.067379151594870024e+01,3.050868589053056823e+01,3.024208801551213455e+01,2.988556395922394060e+01,2.946398076857658310e+01,2.901637392418555450e+01,2.859305582328861561e+01,2.825301341437140579e+01,2.805552279762781964e+01
2.805581194933608202e+01,2.829927768769347551e+01,2.881136536302713225e+01,2.957906314846523088e+01,3.053066142035855179e+01,3.153633106169703737e+01,3.242836408168818707e+01,3.304396806857998570e+01,3.330275884747531023e+01,3.323480819603351932e+01,3.296907777613988344e+01,3.270594972162060543e+01,3.258248194219233795e+01,3.259115649344021648e+01,3.260069849981289991e+01,3.240060551769494879e+01,3.193131229518420611e+01,3.151348807674425956e+01,3.185584369932758264e+01,3.397445826577010308e+01,3.886536109945684814e+01,4.704613954121262509e+01,5.836180249237433060e+01,7.192070439623989841e+01,8.622503940400730471e+01,9.957806529158965247e+01,1.103460749073013574e+02,1.171700552223066438e+02,1.192259238680561140e+02,1.162910340291873155e+02,1.087904387168467650e+02,9.786339566159043102e+01,8.512915442969077162e+01,7.232840830489062967e+01,6.102835954597512114e+01,5.217164272188141183e+01,4.595141117372914152e+01,4.199870732177482324e+01,3.958350984816701157e+01,3.798172504507365232e+01,3.675560614135549287e+01,3.570763360509813822e+01,3.483670865981017783e+01,3.423209243783238520e+01,3.390448355237047906e+01,3.381687058476680363e+01,3.390824252457789356e+01,3.407132408803818890e+01,3.421705654900271298e+01,3.428327229019492250e+01,3.423122498270759451e+01,3.409792604519838477e+01,3.398024129993537201e+01,3.399238567168240621e+01
3.423122498270759451e+01,3.472914422433636616e+01,3.544219233691276116e+01,3.628090578190023763e+01,3.713604304391704147e+01,3.790726848019593831e+01,3.851720220208869705e+01,3.891555494449420394e+01,3.908576409756318526e+01,3.905060324983841724e+01,3.887302651124289810e+01,3.865066219709940754e+01,3.850432916803682559e+01,3.856029448117111968e+01,3.892461985054825391e+01,3.964810633979294607e+01,4.068882116817290040e+01,4.190039574096542196e+01,4.306856864234767812e+01,4.399154089512297361e+01,4.455220605744480622e+01,4.474044381952398197e+01,4.462044586059484885e+01,4.425264488768440430e+01,4.369197972536256458e+01,4.307868895213688631e+01,4.265479254782342622e+01,4.274298381884361930e+01,4.354740387123110423e+01,4.485755026137046286e+01,4.615699803830410275e+01,4.690272029391420716e+01,4.728873782444522789e+01,4.965804692195171555e+01,5.768923561895473995e+01,7.297899964848222965e+01,9.443116488450939983e+01,1.222822574243953113e+02,1.597592103323543711e+02,2.049854290217600408e+02,2.408460238805293443e+02,2.431042987220628504e+02,2.060090260690108437e+02,1.521660864733696883e+02,1.103316173218882028e+02,9.038014945174568027e+01,8.426459082198459782e+01,8.258461939697693310e+01,8.257305332864643788e+01,8.414025558743153965e+01,8.554553288958939561e+01,8.408820827994421165e+01,7.862613251085736010e+01,7.056458288448671112e+01
